version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51536 5432 6 6 361 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 147.185.133.253 10.0.1.149 49666 52309 6 1 44 1777092909 1777092938 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 55560 5432 6 6 361 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 59824 6 5 431 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 38528 6 5 431 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 55560 6 5 431 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 44220 5432 6 5 309 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 48148 5432 6 6 361 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 55524 5432 6 6 361 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 38528 5432 6 5 309 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51494 6 5 431 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51350 6 5 431 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51494 5432 6 6 361 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 55538 5432 6 6 361 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51498 6 5 431 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51340 6 5 431 1777092909 1777092938 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 55566 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 185.151.241.139 10.0.1.149 61234 5937 6 1 44 1777092941 1777092967 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47152 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47134 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47218 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 38518 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 172.236.111.197 10.0.1.149 55071 122 6 1 52 1777092941 1777092967 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 40060 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51396 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 59802 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51352 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 59830 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51326 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 40064 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 59810 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47168 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51324 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 66.132.186.251 10.0.1.149 46163 8389 6 1 60 1777092941 1777092967 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 59836 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 40064 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51448 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 40060 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51486 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 59802 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51346 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 40034 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47236 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47168 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47218 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51468 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 55566 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51324 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51346 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51448 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51326 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47108 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47208 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47172 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47152 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 59786 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47228 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 59810 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 38518 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51486 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 51462 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 59836 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51468 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51462 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 59830 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47134 5432 6 5 309 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47108 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51396 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 59786 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47228 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 195.250.79.2 10.0.1.149 60001 4231 6 1 40 1777092941 1777092967 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 51352 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 104.232.79.58 10.0.1.149 60000 3622 6 1 40 1777092941 1777092967 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47236 5432 6 6 361 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 162.216.149.128 10.0.1.149 54285 10066 6 1 44 1777092941 1777092967 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 40034 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47208 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47172 6 5 431 1777092941 1777092967 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58776 80 6 2 104 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 198.235.24.155 10.0.1.149 52892 8090 6 1 44 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 170.187.163.133 10.0.1.149 49309 222 6 1 44 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47146 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47184 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47184 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 18.221.179.104 10.0.1.149 61234 5959 6 1 52 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47194 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 85.217.149.1 10.0.1.149 53798 5432 6 4 459 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 85.217.149.1 5432 53798 6 4 216 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47194 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 50064 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47146 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58767 80 6 1 52 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47122 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 162.216.150.254 10.0.1.149 55048 8103 6 1 44 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 55550 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47122 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 45.148.10.121 10.0.1.149 53703 8022 6 1 52 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58764 80 6 2 104 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58789 22 6 1 52 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58769 80 6 2 104 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 50062 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 50064 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 50052 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58772 22 6 1 52 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 35.203.211.17 10.0.1.149 53752 3261 6 1 44 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 40078 6 5 431 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58774 22 6 2 104 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58779 22 6 2 104 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58786 80 6 1 52 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 50052 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58781 22 6 2 104 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 40078 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 55550 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 50062 5432 6 6 361 1777092970 1777092999 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58783 22 6 1 52 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 198.235.24.133 10.0.1.149 51328 3443 6 1 44 1777092970 1777092999 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58766 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58782 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58778 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58766 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58791 80 6 1 52 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58773 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 194.87.190.127 5432 47230 6 5 431 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58792 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58790 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58798 80 6 1 52 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58784 5432 6 13 2714 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58778 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58773 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58785 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58770 6 13 5176 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58793 80 6 1 52 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58784 6 13 5176 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58785 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58780 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 35.203.211.34 10.0.1.149 56512 49873 6 1 44 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58799 6 15 4924 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 185.151.241.139 10.0.1.149 61234 5931 6 1 44 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 45.56.83.110 10.0.1.149 48496 10010 6 1 52 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58799 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58796 22 6 2 104 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58803 80 6 1 52 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 162.216.149.95 10.0.1.149 49635 5006 6 1 44 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58800 22 6 1 52 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58786 80 6 1 52 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58780 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58770 5432 6 13 2714 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58792 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58790 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58782 5432 6 14 2720 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 45.79.167.235 10.0.1.149 61000 995 6 1 40 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 205.210.31.6 10.0.1.149 51411 4800 17 1 36 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 35.203.210.40 10.0.1.149 52231 8008 6 1 44 1777092998 1777093028 REJECT OK
2 560205084868 eni-086e771b77c2495ae 194.87.190.127 10.0.1.149 47230 5432 6 6 361 1777092998 1777093028 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58775 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58777 6 13 5176 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58777 5432 6 13 2714 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58885 80 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58974 22 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58870 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58775 5432 6 14 2720 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58897 22 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58829 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58929 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58909 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58936 22 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58867 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58869 6 16 4964 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58850 5432 6 14 2720 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58866 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58821 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58945 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 35.203.211.50 10.0.1.149 55695 49695 6 1 44 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58824 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58771 5432 6 14 2720 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 185.151.241.139 10.0.1.149 61234 5902 6 1 44 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58771 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58979 80 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58834 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58873 22 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58932 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58931 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58919 5432 6 13 2714 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58868 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58957 22 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58952 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58942 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58919 6 13 5176 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58883 80 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58995 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58820 6 16 4964 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58858 6 16 4964 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58960 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58899 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58990 80 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58872 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58907 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58962 22 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58846 6 13 5176 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58865 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 10.0.1.149 136.35.186.87 5432 58835 6 15 4924 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58848 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58875 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58835 5432 6 14 2720 1777093029 1777093059 ACCEPT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58890 80 6 2 104 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 136.35.186.87 10.0.1.149 58988 22 6 1 52 1777093029 1777093059 REJECT OK
2 560205084868 eni-086e771b77c2495ae 64.62.156.81 10.0.1.149 62464 137 17 1 78 1777093029 1777093059 REJECT OK
